SN,Pixel,Pixel,Pixel,Pixel,Pixel,Pixel,Pixel,Pixel,Pixel,Pixel,Pixel,Pixel,Pixel,Pixel,Pixel,Pixel,Pixel,Pixel,Pixel,Pixel,Pixel,Pixel,Pixel,Pixel,Pixel,Pixel,Pixel,Pixel,Pixel,Pixel,Pixel,Pixel,Pixel,Pixel,Pixel,Pixel,Pixel,Pixel,Pixel,Pixel,Pixel,Pixel,Pixel,Pixel,Pixel,Pixel,Pixel,Pixel,Pixel,Pixel,Pixel,Pixel,Pixel,Pixel,Pixel,Pixel,Pixel,Pixel,Pixel,Pixel,Pixel,Pixel,Pixel,Pixel,Label
4454,0,0,0,7,12,13,1,0,0,0,8,11,1,10,8,0,0,0,12,2,1,11,7,0,0,0,10,10,14,8,0,0,0,1,7,16,9,0,0,0,0,7,16,7,14,3,0,0,0,0,7,13,5,14,0,0,0,0,0,6,15,14,2,0,8
4455,0,0,10,16,16,4,0,0,0,9,16,11,14,8,0,0,0,13,8,0,14,6,0,0,0,0,0,1,16,4,0,0,0,0,0,8,13,0,0,0,0,0,1,14,7,0,0,0,0,0,12,16,9,12,6,0,0,1,14,16,16,16,14,0,2
4456,0,0,1,13,7,0,0,0,0,1,15,9,15,1,0,0,0,9,11,0,16,0,0,0,0,2,10,3,14,0,0,0,0,0,0,2,11,0,0,0,0,0,0,5,11,0,0,0,0,0,0,9,10,4,4,2,0,0,1,15,16,15,13,15,2
4457,0,0,10,10,14,16,14,0,0,0,14,8,4,0,0,0,0,0,16,0,6,11,5,0,0,3,16,14,10,10,9,0,0,3,14,5,0,9,8,0,0,0,0,0,6,13,0,0,0,0,3,9,13,3,0,0,0,0,8,13,1,0,0,0,5
4458,0,0,5,9,13,16,6,0,0,0,12,12,7,16,5,0,0,0,0,0,6,16,3,0,0,0,3,12,15,16,14,0,0,0,7,16,15,5,1,0,0,0,0,10,10,0,0,0,0,0,2,15,5,0,0,0,0,0,6,14,0,0,0,0,7
4459,0,0,4,13,12,6,0,0,0,4,15,5,10,16,0,0,0,4,16,1,11,16,0,0,0,1,10,16,13,16,2,0,0,0,0,4,0,15,3,0,0,0,0,0,0,12,4,0,0,0,6,6,0,9,8,0,0,0,5,12,15,16,7,0,9
4460,0,3,12,12,14,15,3,0,0,4,15,4,4,4,0,0,0,5,12,0,0,2,0,0,0,5,15,12,15,15,5,0,0,5,12,6,0,8,8,0,0,0,0,0,0,10,7,0,0,1,9,0,7,14,1,0,0,2,15,16,14,3,0,0,5
4461,0,0,3,15,2,0,0,0,0,0,12,12,1,7,0,0,0,2,16,4,9,13,0,0,0,8,11,6,16,1,2,0,0,12,10,12,14,12,11,0,0,11,16,16,14,7,1,0,0,1,7,16,0,0,0,0,0,0,5,16,1,0,0,0,4
4462,0,0,0,3,14,13,3,0,0,0,0,12,9,8,8,0,0,0,0,12,8,11,6,0,0,0,0,7,14,11,1,0,0,1,8,12,15,5,0,0,0,6,14,0,4,12,0,0,0,0,7,12,1,15,2,0,0,0,0,3,13,15,2,0,8
4463,0,0,0,3,12,10,0,0,0,0,1,14,6,15,0,0,0,0,0,16,6,10,0,0,0,0,0,14,16,2,0,0,0,0,3,14,15,3,0,0,0,1,16,4,9,9,0,0,0,0,4,13,4,7,8,0,0,0,0,3,10,11,15,2,8
4464,0,0,3,15,6,0,0,0,0,0,9,13,1,6,9,0,0,3,16,3,6,15,5,0,0,7,15,1,14,9,5,0,0,10,13,9,16,15,7,0,0,7,16,16,11,4,0,0,0,0,3,16,5,0,0,0,0,0,4,16,3,0,0,0,4
4465,0,0,5,14,14,8,2,0,0,3,15,3,0,13,8,0,0,5,12,0,2,15,8,0,0,2,15,9,14,14,8,0,0,0,1,3,0,12,5,0,0,0,0,0,0,12,4,0,0,6,15,2,0,14,1,0,0,1,7,14,12,9,0,0,9
4466,0,0,4,14,14,4,0,0,0,0,15,10,10,13,0,0,0,5,15,0,2,15,6,0,0,4,13,0,0,14,8,0,0,6,9,0,0,12,7,0,0,3,14,1,0,12,5,0,0,0,12,9,6,15,2,0,0,0,3,14,14,6,0,0,0
4467,0,0,0,2,13,13,0,0,0,0,0,12,10,16,0,0,0,0,7,13,8,11,0,0,0,0,5,16,16,4,0,0,0,0,3,16,16,4,0,0,0,2,14,9,7,13,1,0,0,1,11,8,3,9,8,0,0,0,0,5,10,15,16,0,8
4468,0,0,3,13,14,4,0,0,0,0,13,12,14,16,0,0,0,1,16,3,14,16,4,0,0,1,14,9,16,16,6,0,0,0,2,8,4,11,9,0,0,0,2,2,0,12,10,0,0,0,14,14,4,11,9,0,0,0,4,8,11,16,9,0,9
4469,0,0,0,4,12,15,4,0,0,0,3,14,4,10,8,0,0,0,4,12,5,14,2,0,0,0,4,16,14,3,0,0,0,1,12,15,13,0,0,0,0,6,13,1,12,6,0,0,0,0,10,13,5,14,1,0,0,0,0,4,10,16,8,0,8
4470,0,0,7,16,15,4,0,0,0,0,14,16,9,15,2,0,0,1,15,12,1,9,8,0,0,4,16,0,0,7,10,0,0,7,13,0,0,10,11,0,0,7,12,0,2,15,6,0,0,3,15,12,14,14,1,0,0,0,10,16,14,4,0,0,0
4471,0,0,5,10,8,8,0,0,0,0,0,16,16,15,2,0,0,0,7,16,16,13,0,0,0,0,10,16,16,4,0,0,0,0,9,16,16,0,0,0,0,0,10,16,16,0,0,0,0,0,8,16,15,0,0,0,0,0,2,11,9,0,0,0,1
4472,0,2,11,16,15,2,0,0,0,12,16,15,16,4,0,0,0,2,3,2,16,4,0,0,0,0,0,10,14,0,0,0,0,0,4,16,5,0,0,0,0,0,12,12,3,11,9,0,0,0,16,16,16,16,6,0,0,0,14,15,12,5,0,0,2
4473,0,0,3,12,16,14,0,0,0,3,15,16,15,14,0,0,0,3,12,1,15,8,0,0,0,0,0,9,16,8,0,0,0,0,0,10,16,16,8,0,0,0,0,2,5,13,8,0,0,0,2,11,11,15,5,0,0,0,3,16,16,9,0,0,3
4474,0,0,0,0,15,7,0,0,0,0,0,10,16,6,0,0,0,0,8,15,14,4,0,0,0,6,15,2,15,2,1,0,0,9,16,16,16,16,11,0,0,5,10,12,16,8,1,0,0,0,0,1,15,0,0,0,0,0,0,1,15,0,0,0,4
4475,0,0,6,13,15,16,11,0,0,0,10,11,8,8,5,0,0,2,13,0,0,0,0,0,0,4,11,7,8,5,0,0,0,7,16,14,10,14,2,0,0,1,7,1,2,12,3,0,0,0,5,8,14,6,0,0,0,0,8,12,5,0,0,0,5
4476,0,0,0,13,3,0,0,0,0,0,8,13,1,0,0,0,0,0,12,5,0,0,0,0,0,1,13,0,0,0,0,0,0,1,12,6,11,9,3,0,0,1,15,16,12,8,11,0,0,0,9,13,2,6,16,2,0,0,0,11,16,14,7,0,6
4477,0,0,4,10,16,16,7,0,0,3,16,13,11,16,2,0,0,1,3,0,10,9,0,0,0,0,5,8,14,15,13,0,0,0,15,16,14,12,8,0,0,0,3,12,7,0,0,0,0,0,0,15,4,0,0,0,0,0,3,14,1,0,0,0,7
4478,0,0,4,11,15,2,0,0,0,2,16,9,8,9,0,0,0,4,15,0,5,16,3,0,0,0,11,11,16,9,0,0,0,0,4,16,15,1,0,0,0,0,13,9,6,12,1,0,0,0,15,3,0,9,5,0,0,0,5,13,13,12,5,0,8
4479,0,0,0,3,13,16,11,0,0,0,4,15,11,8,16,3,0,2,15,9,6,13,15,3,0,4,16,16,16,16,11,0,0,0,7,8,6,16,2,0,0,0,0,0,6,14,0,0,0,0,0,0,14,9,0,0,0,0,0,3,16,4,0,0,9
4480,0,0,7,8,12,6,0,0,0,1,14,11,12,15,0,0,0,3,15,0,0,10,5,0,0,4,9,0,0,8,4,0,0,8,8,0,0,13,0,0,0,7,9,0,9,11,0,0,0,2,14,10,14,5,0,0,0,0,9,15,6,0,0,0,0
4481,0,0,7,16,13,5,0,0,0,0,13,16,16,5,0,0,0,1,16,16,16,3,0,0,0,1,14,16,15,0,0,0,0,1,16,16,15,1,0,0,0,0,14,16,16,4,0,0,0,0,6,16,16,7,0,0,0,0,4,14,13,6,0,0,1
4482,0,0,6,15,15,1,0,0,0,4,16,13,16,4,0,0,0,10,11,2,16,2,0,0,0,1,1,10,14,0,0,0,0,0,1,14,6,0,0,0,0,0,6,14,1,12,9,0,0,0,11,15,14,16,9,0,0,0,8,16,12,5,0,0,2
4483,0,0,4,14,16,5,0,0,0,4,16,16,16,8,0,0,0,12,12,0,15,8,0,0,0,2,1,5,16,13,1,0,0,0,0,1,11,15,11,0,0,0,0,0,0,11,12,0,0,0,2,13,12,16,7,0,0,0,3,16,15,8,0,0,3
4484,0,0,0,1,15,5,0,0,0,0,0,12,16,0,0,0,0,0,7,16,16,3,0,0,0,5,16,8,16,8,3,0,0,11,16,12,16,16,12,0,0,11,16,15,16,7,2,0,0,1,4,2,16,0,0,0,0,0,0,2,14,0,0,0,4
4485,0,1,10,12,15,11,0,0,0,8,16,13,9,4,0,0,0,5,15,1,0,0,0,0,0,8,10,0,0,0,0,0,0,2,14,16,7,0,0,0,0,0,1,4,13,7,0,0,0,0,0,6,11,11,0,0,0,0,9,16,14,2,0,0,5
4486,0,0,1,12,2,0,0,0,0,0,6,13,0,0,0,0,0,0,11,8,0,0,0,0,0,1,15,1,0,0,0,0,0,2,15,2,14,13,4,0,0,2,15,16,10,5,14,0,0,0,9,13,4,9,14,0,0,0,0,10,13,12,3,0,6
4487,0,0,2,11,16,16,16,4,0,0,5,11,8,8,16,1,0,0,0,0,0,14,6,0,0,0,2,10,13,16,13,0,0,0,12,16,16,9,2,0,0,0,2,5,14,0,0,0,0,0,0,11,9,0,0,0,0,0,0,16,6,0,0,0,7
4488,0,0,5,12,16,7,0,0,0,5,14,4,9,15,5,0,0,4,13,6,14,6,2,0,0,1,14,16,2,0,0,0,0,3,15,12,9,0,0,0,0,5,12,0,10,7,0,0,0,3,15,4,2,15,0,0,0,0,5,14,14,7,0,0,8
4489,0,0,0,1,7,15,11,0,0,0,0,11,8,3,13,0,0,0,10,6,2,12,11,0,0,1,16,12,16,16,7,0,0,2,16,14,7,12,2,0,0,0,0,0,3,11,0,0,0,0,0,0,7,9,0,0,0,0,0,0,9,6,0,0,9
4490,0,0,5,15,14,3,0,0,0,0,13,15,9,15,2,0,0,4,16,12,0,10,6,0,0,8,16,9,0,8,10,0,0,7,15,5,0,12,11,0,0,7,13,0,5,16,6,0,0,0,16,12,15,13,1,0,0,0,6,16,12,2,0,0,0
4491,0,0,4,16,15,4,0,0,0,0,8,16,16,4,0,0,0,0,12,16,13,0,0,0,0,2,16,16,10,0,0,0,0,3,16,16,8,0,0,0,0,2,16,16,12,0,0,0,0,0,9,16,16,4,0,0,0,0,3,12,14,11,0,0,1
4492,0,0,8,15,12,1,0,0,0,8,13,8,12,6,0,0,0,4,2,0,8,6,0,0,0,0,0,1,13,2,0,0,0,0,0,9,7,0,0,0,0,0,5,13,0,4,4,0,0,0,10,12,9,15,11,0,0,0,9,16,9,7,1,0,2
4493,0,0,6,13,16,8,0,0,0,5,16,15,14,12,0,0,0,9,12,2,15,8,0,0,0,0,0,9,12,0,0,0,0,0,0,15,16,13,3,0,0,0,0,3,9,15,11,0,0,0,1,8,14,16,8,0,0,0,7,16,14,6,0,0,3
4494,0,0,0,0,6,15,2,0,0,0,0,5,16,16,2,0,0,0,4,16,12,16,0,0,0,4,15,6,7,13,0,0,0,11,15,15,16,16,9,0,0,9,13,12,13,14,3,0,0,0,0,0,9,8,0,0,0,0,0,0,8,8,0,0,4
4495,0,1,13,16,16,11,1,0,0,8,16,16,13,11,1,0,0,11,13,1,0,0,0,0,0,10,13,2,0,0,0,0,0,2,14,15,6,0,0,0,0,0,0,8,16,6,0,0,0,0,6,9,15,9,0,0,0,0,13,16,15,3,0,0,5
4496,0,0,1,10,0,0,0,0,0,0,7,12,0,0,0,0,0,0,12,7,0,0,0,0,0,0,14,3,0,0,0,0,0,0,15,9,12,10,2,0,0,0,16,13,8,8,11,0,0,0,13,10,4,9,15,0,0,0,3,10,15,9,2,0,6
4497,0,0,0,4,11,15,16,12,0,0,2,16,12,9,11,12,0,0,1,2,0,0,14,5,0,0,0,7,12,14,15,0,0,0,3,16,16,15,2,0,0,0,0,1,11,8,0,0,0,0,0,2,15,1,0,0,0,0,0,5,10,0,0,0,7
4498,0,0,3,13,14,4,0,0,0,0,15,8,7,11,0,0,0,0,16,0,0,11,3,0,0,0,10,6,14,14,1,0,0,0,5,16,14,1,0,0,0,0,12,10,8,12,0,0,0,0,14,3,0,9,8,0,0,0,4,14,15,12,4,0,8
4499,0,0,0,1,7,14,14,0,0,0,3,15,7,1,14,0,0,2,16,10,5,14,8,0,0,4,15,16,12,16,5,0,0,0,5,3,1,15,0,0,0,0,0,0,4,12,0,0,0,0,0,0,7,10,0,0,0,0,0,0,7,12,0,0,9
4500,0,0,3,12,8,3,0,0,0,0,7,16,13,13,1,0,0,0,13,8,0,9,4,0,0,0,16,2,0,6,6,0,0,4,12,0,0,10,3,0,0,3,12,0,0,13,2,0,0,0,12,4,12,10,0,0,0,0,5,16,13,2,0,0,0
4501,0,0,0,0,8,14,10,0,0,0,0,9,7,9,12,0,0,0,9,8,0,12,9,0,0,4,16,8,12,16,2,0,0,5,16,16,10,15,0,0,0,0,4,0,5,11,0,0,0,0,0,0,8,9,0,0,0,0,0,0,10,10,0,0,9
4502,0,0,2,15,15,16,11,0,0,0,8,16,11,3,0,0,0,0,13,9,0,0,0,0,0,5,16,3,9,11,3,0,0,10,15,15,16,16,11,0,0,6,16,10,7,16,5,0,0,0,3,4,15,8,0,0,0,0,4,15,7,0,0,0,5
4503,0,0,13,16,16,16,8,0,0,2,16,13,8,4,1,0,0,7,16,1,0,0,0,0,0,11,15,12,5,0,0,0,0,5,16,16,16,3,0,0,0,0,0,6,16,2,0,0,0,0,3,15,9,0,0,0,0,0,11,14,0,0,0,0,5
4504,0,0,4,15,4,0,0,0,0,0,9,16,2,0,0,0,0,0,16,10,0,0,0,0,0,6,16,3,0,0,0,0,0,10,15,11,16,13,4,0,0,7,16,16,11,14,14,0,0,2,16,11,5,15,12,0,0,0,3,16,16,14,3,0,6
4505,0,0,15,12,11,6,2,0,0,4,16,15,12,12,10,0,0,7,14,1,0,0,0,0,0,10,12,3,1,0,0,0,0,8,16,16,14,2,0,0,0,1,8,8,16,8,0,0,0,0,1,11,15,2,0,0,0,0,13,16,6,0,0,0,5
4506,0,0,5,16,12,2,0,0,0,0,13,14,15,11,0,0,0,6,15,1,2,16,4,0,0,6,14,0,0,9,8,0,0,8,10,0,0,13,8,0,0,4,13,0,1,14,8,0,0,0,14,14,15,15,3,0,0,0,5,12,13,8,0,0,0
4507,0,0,0,1,12,16,14,0,0,0,3,14,13,15,13,0,0,4,16,15,13,16,4,0,0,3,16,16,16,16,3,0,0,0,7,7,14,14,0,0,0,0,0,0,12,11,0,0,0,0,0,0,13,10,0,0,0,0,0,0,13,12,0,0,9
4508,0,0,6,14,13,4,0,0,0,4,16,11,10,15,0,0,0,9,11,0,12,11,0,0,0,7,11,8,16,3,0,0,0,0,13,16,10,0,0,0,0,0,13,13,12,9,0,0,0,0,12,8,0,15,1,0,0,0,5,16,16,11,0,0,8
4509,0,0,0,0,8,15,9,0,0,0,1,12,8,2,11,0,0,0,10,11,0,11,8,0,0,5,16,14,15,15,3,0,0,2,12,10,4,14,0,0,0,0,0,0,6,9,0,0,0,0,0,0,9,6,0,0,0,0,0,0,9,6,0,0,9
4510,0,0,4,12,16,6,0,0,0,4,16,10,5,16,4,0,0,8,13,0,5,15,5,0,0,6,12,7,15,3,0,0,0,0,12,16,12,1,0,0,0,0,11,10,9,11,0,0,0,0,12,6,0,13,3,0,0,0,6,13,13,8,0,0,8
4511,0,0,0,4,15,11,0,0,0,0,2,15,16,13,0,0,0,0,13,13,11,10,0,0,0,7,14,3,14,12,6,0,0,8,16,16,16,15,8,0,0,1,8,9,16,4,0,0,0,0,0,3,16,0,0,0,0,0,0,3,14,0,0,0,4
4512,0,0,0,14,16,15,11,0,0,0,2,16,16,16,10,0,0,0,4,16,16,16,4,0,0,0,12,16,16,12,0,0,0,0,12,16,16,6,0,0,0,0,14,16,16,6,0,0,0,0,11,16,15,2,0,0,0,0,1,15,15,1,0,0,1
4513,0,0,0,4,13,16,15,2,0,0,2,15,13,13,16,6,0,0,7,7,0,3,16,4,0,0,0,4,4,8,14,0,0,0,14,16,16,16,6,0,0,0,11,9,10,12,0,0,0,0,0,0,13,3,0,0,0,0,0,4,10,0,0,0,7
4514,0,0,0,3,9,16,16,2,0,0,4,16,13,11,16,1,0,0,3,5,0,6,13,0,0,0,0,2,7,14,9,0,0,0,4,16,16,15,3,0,0,0,9,8,11,12,0,0,0,0,0,0,12,4,0,0,0,0,0,2,15,1,0,0,7
4515,0,0,1,9,15,15,1,0,0,0,13,14,8,12,4,0,0,5,11,1,2,13,1,0,0,1,4,0,11,6,0,0,0,0,0,0,15,14,1,0,0,0,0,0,3,13,6,0,0,0,0,4,10,16,2,0,0,0,0,12,13,4,0,0,3
4516,0,0,8,12,16,16,9,0,0,4,16,16,13,9,2,0,0,11,14,4,0,0,0,0,0,7,15,10,1,0,0,0,0,0,12,16,13,1,0,0,0,0,0,4,16,4,0,0,0,0,5,10,16,3,0,0,0,0,9,16,10,0,0,0,5
4517,0,0,1,10,15,11,7,0,0,0,5,16,16,16,11,0,0,0,6,16,16,16,6,0,0,0,12,16,16,12,0,0,0,2,16,16,16,6,0,0,0,2,12,16,12,0,0,0,0,0,9,16,16,7,0,0,0,0,3,12,16,2,0,0,1
4518,0,0,1,13,12,1,0,0,0,0,9,16,16,12,0,0,0,0,14,6,0,13,3,0,0,6,10,0,0,10,6,0,0,7,13,0,0,9,8,0,0,3,16,1,3,14,7,0,0,0,11,16,16,16,1,0,0,0,0,11,16,6,0,0,0
4519,0,0,4,16,16,4,0,0,0,0,10,15,12,14,0,0,0,2,11,0,0,9,6,0,0,5,6,0,0,4,5,0,0,4,9,0,0,7,4,0,0,4,10,0,2,14,0,0,0,0,14,15,16,8,0,0,0,0,4,13,10,0,0,0,0
4520,0,0,6,16,16,7,0,0,0,8,16,13,10,16,0,0,0,6,9,0,6,15,0,0,0,0,0,0,13,9,0,0,0,0,0,6,16,1,0,0,0,0,1,15,8,3,5,0,0,0,8,16,11,16,9,0,0,0,5,16,16,7,0,0,2
4521,0,0,6,15,15,3,0,0,0,5,16,13,15,8,0,0,0,8,13,0,13,8,0,0,0,0,0,3,16,3,0,0,0,0,0,11,12,0,0,0,0,0,3,16,5,9,8,0,0,0,8,15,15,15,3,0,0,0,5,16,12,1,0,0,2
4522,0,0,1,11,16,16,7,0,0,0,7,13,8,16,5,0,0,0,0,1,1,16,4,0,0,0,2,7,13,16,15,0,0,1,15,16,16,12,3,0,0,1,8,4,16,2,0,0,0,0,0,9,11,0,0,0,0,0,1,14,4,0,0,0,7
4523,0,0,2,12,16,10,0,0,0,3,15,10,7,16,4,0,0,9,8,0,11,10,0,0,0,3,15,11,14,1,0,0,0,0,10,16,9,0,0,0,0,0,14,7,13,4,0,0,0,0,9,7,6,10,0,0,0,0,1,12,16,5,0,0,8
4524,0,0,3,12,16,16,3,0,0,2,16,16,11,16,4,0,0,8,14,2,10,16,1,0,0,5,5,3,16,4,0,0,0,0,0,11,12,0,0,0,0,0,3,16,5,2,3,0,0,0,3,16,12,15,6,0,0,0,0,15,16,8,0,0,2
4525,0,0,0,9,15,6,0,0,0,0,5,15,16,15,0,0,0,0,15,15,4,16,3,0,0,2,14,5,0,12,8,0,0,6,13,0,1,14,6,0,0,1,10,14,15,16,3,0,0,0,3,16,16,14,1,0,0,0,0,9,13,5,0,0,0
4526,0,0,3,8,11,11,1,0,0,0,3,16,16,12,0,0,0,0,2,15,16,12,0,0,0,0,0,16,16,7,0,0,0,0,1,15,16,10,0,0,0,0,1,16,16,6,0,0,0,0,3,16,16,5,0,0,0,0,2,15,16,6,0,0,1
4527,0,0,1,13,16,10,0,0,0,1,13,15,8,16,3,0,0,8,15,3,4,15,0,0,0,1,3,0,12,8,0,0,0,0,0,4,14,1,0,0,0,0,0,11,8,0,4,0,0,0,1,16,8,13,9,0,0,0,0,14,16,11,0,0,2
4528,0,0,2,14,1,0,0,0,0,0,8,12,0,0,0,0,0,0,12,5,0,0,0,0,0,2,14,0,0,0,0,0,0,0,10,0,6,7,2,0,0,4,12,13,15,14,12,0,0,0,13,12,2,11,14,0,0,0,3,13,16,13,1,0,6
4529,0,0,6,14,16,16,2,0,0,5,16,13,11,16,0,0,0,0,7,2,15,12,0,0,0,0,0,7,16,13,1,0,0,0,0,0,6,15,10,0,0,0,0,0,0,15,9,0,0,0,3,11,8,16,6,0,0,0,7,16,16,8,0,0,3
4530,0,1,7,13,16,11,0,0,0,11,16,13,15,16,0,0,0,3,8,2,16,9,0,0,0,0,0,8,16,4,0,0,0,0,0,5,16,16,5,0,0,0,0,0,3,14,11,0,0,0,3,8,14,16,8,0,0,0,7,16,12,7,0,0,3
4531,0,0,1,6,12,16,9,0,0,0,10,15,10,13,9,0,0,0,2,1,0,14,2,0,0,0,0,6,12,16,15,0,0,0,5,16,16,14,7,0,0,0,3,6,15,0,0,0,0,0,0,7,9,0,0,0,0,0,0,11,2,0,0,0,7
4532,0,0,4,13,16,11,0,0,0,9,16,9,10,15,0,0,0,5,4,0,12,11,0,0,0,0,0,5,16,12,1,0,0,0,0,1,9,15,8,0,0,0,0,0,0,8,12,0,0,0,1,6,8,16,8,0,0,0,5,16,15,9,1,0,3
4533,0,1,11,15,16,9,0,0,0,3,16,10,10,16,1,0,0,0,2,1,14,11,0,0,0,0,0,14,16,7,0,0,0,0,0,13,16,16,5,0,0,0,0,0,2,16,8,0,0,0,6,8,13,15,5,0,0,0,15,16,12,5,0,0,3
4534,0,0,0,6,15,1,0,0,0,0,3,16,9,15,3,0,0,1,15,7,5,15,0,0,0,9,16,4,11,14,10,0,0,9,16,16,16,16,9,0,0,0,2,4,16,2,0,0,0,0,0,6,14,0,0,0,0,0,0,7,10,0,0,0,4
4535,0,0,2,14,1,0,0,0,0,0,11,12,1,0,0,0,0,1,15,4,0,0,0,0,0,5,13,0,0,0,0,0,0,7,12,12,16,13,2,0,0,4,16,12,6,6,11,0,0,0,14,9,0,5,13,0,0,0,3,11,15,14,1,0,6
4536,0,0,1,10,0,0,0,0,0,0,4,15,0,0,0,0,0,0,10,11,0,0,0,0,0,0,13,9,3,2,0,0,0,0,13,16,16,15,4,0,0,0,13,13,6,4,12,0,0,0,9,11,5,9,15,2,0,0,2,12,16,12,6,0,6
4537,0,0,9,7,0,0,0,0,0,0,9,11,0,0,0,0,0,0,15,4,0,0,0,0,0,2,16,1,0,0,0,0,0,5,16,8,14,9,0,0,0,5,16,15,8,9,10,0,0,3,16,2,0,7,11,0,0,0,7,14,16,12,1,0,6
4538,0,0,0,1,11,7,0,0,0,0,0,11,16,5,0,0,0,0,9,15,15,7,0,0,0,5,16,3,16,4,0,0,0,10,13,9,16,14,8,0,0,3,15,16,16,13,6,0,0,0,0,0,16,3,0,0,0,0,0,0,14,2,0,0,4
4539,0,0,0,1,7,12,14,1,0,0,1,13,8,4,13,0,0,0,10,16,9,15,11,0,0,1,16,15,15,16,3,0,0,0,11,9,3,14,0,0,0,0,0,0,5,9,0,0,0,0,0,0,7,8,0,0,0,0,0,0,8,6,0,0,9
4540,0,0,0,10,12,8,1,0,0,0,5,16,16,16,0,0,0,0,10,16,16,9,0,0,0,2,15,16,13,2,0,0,0,4,16,16,8,0,0,0,0,1,15,16,7,0,0,0,0,0,9,16,11,1,0,0,0,0,0,6,12,6,0,0,1
4541,0,0,6,16,16,16,10,0,0,0,13,15,9,6,0,0,0,6,16,4,0,0,0,0,0,12,15,4,2,0,0,0,0,8,16,16,16,15,1,0,0,0,6,8,9,16,4,0,0,0,1,3,13,15,1,0,0,0,7,16,15,3,0,0,5
4542,0,0,0,9,13,3,0,0,0,0,8,15,12,15,2,0,0,0,12,8,0,15,4,0,0,3,13,0,0,10,7,0,0,8,9,0,0,13,7,0,0,2,16,4,7,16,5,0,0,0,14,14,16,15,1,0,0,0,1,12,14,4,0,0,0
4543,0,0,0,0,8,13,3,0,0,0,0,12,11,11,5,0,0,0,11,8,8,16,0,0,0,2,16,16,16,15,0,0,0,2,16,11,7,10,0,0,0,0,0,0,8,7,0,0,0,0,0,0,10,8,0,0,0,0,0,0,9,7,0,0,9
4544,0,0,2,16,15,15,8,0,0,0,7,16,15,12,7,0,0,3,15,8,1,0,0,0,0,9,15,4,4,2,0,0,0,5,16,16,16,15,2,0,0,0,5,6,8,16,3,0,0,0,0,1,14,10,0,0,0,0,2,16,13,1,0,0,5
4545,0,0,9,16,16,9,0,0,0,5,16,14,15,16,1,0,0,2,11,1,10,15,0,0,0,0,0,1,15,8,0,0,0,0,0,8,15,1,0,0,0,0,6,16,7,8,7,0,0,0,9,16,15,14,2,0,0,0,9,16,13,1,0,0,2
4546,0,0,3,12,11,4,0,0,0,4,15,13,12,16,0,0,0,9,14,0,0,12,2,0,0,0,13,11,7,15,3,0,0,0,0,15,16,7,0,0,0,0,5,16,10,14,2,0,0,0,11,13,0,8,8,0,0,0,2,12,16,16,7,0,8
4547,0,0,4,14,16,5,0,0,0,4,16,16,16,8,0,0,0,10,15,9,16,4,0,0,0,1,2,13,14,0,0,0,0,0,2,16,6,0,0,0,0,0,7,16,0,5,7,0,0,0,8,16,13,16,6,0,0,0,2,15,16,6,0,0,2
4548,0,0,4,12,13,5,0,0,0,0,14,16,16,16,4,0,0,6,13,2,1,11,8,0,0,6,11,0,0,8,8,0,0,4,16,0,0,10,8,0,0,4,16,4,8,16,3,0,0,0,16,16,16,12,0,0,0,0,4,15,14,3,0,0,0
4549,0,0,3,11,7,1,0,0,0,0,10,15,14,14,0,0,0,2,16,10,1,12,4,0,0,2,16,3,0,4,8,0,0,5,12,0,0,6,8,0,0,1,12,0,0,11,9,0,0,0,15,9,14,15,1,0,0,0,4,15,15,4,0,0,0
4550,0,0,0,10,16,11,1,0,0,0,0,15,16,15,2,0,0,0,1,13,16,14,0,0,0,0,1,15,16,12,0,0,0,0,0,14,16,8,0,0,0,0,0,13,16,5,0,0,0,0,1,14,16,1,0,0,0,0,0,8,15,1,0,0,1
4551,0,0,0,7,14,16,5,0,0,0,7,16,12,16,8,0,0,0,4,2,1,16,4,0,0,0,3,12,12,16,8,0,0,0,12,16,16,15,5,0,0,0,5,5,13,6,0,0,0,0,0,2,14,0,0,0,0,0,0,9,8,0,0,0,7
4552,0,0,1,13,1,0,0,0,0,0,7,15,1,0,0,0,0,1,14,6,0,0,0,0,0,0,16,3,0,1,0,0,0,1,16,6,15,15,5,0,0,1,16,14,4,3,12,0,0,0,7,7,0,9,12,0,0,0,0,11,16,9,2,0,6
4553,0,1,5,12,16,14,2,0,0,8,16,16,16,16,3,0,0,6,9,2,12,12,0,0,0,0,0,5,16,8,0,0,0,0,0,1,13,16,9,0,0,0,0,0,1,14,10,0,0,0,1,11,15,15,5,0,0,0,6,16,12,5,0,0,3
4554,0,2,12,16,12,0,0,0,0,7,16,13,16,3,0,0,0,0,3,5,16,0,0,0,0,0,3,15,7,0,0,0,0,0,11,13,0,0,0,0,0,6,13,1,0,0,0,0,0,6,16,11,8,11,5,0,0,0,15,16,16,15,3,0,2
4555,0,0,5,15,13,12,4,0,0,0,11,16,16,14,0,0,0,0,16,16,16,8,0,0,0,4,16,16,15,3,0,0,0,2,16,16,8,0,0,0,0,0,16,15,3,0,0,0,0,0,10,16,4,0,0,0,0,0,8,15,3,0,0,0,1
